analysis_result,created_at,id,input_text,ticket_id
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""software"", ""score"": ""1"", ""summary"": ""Files are randomly duplicating in the Reader app, resulting in multiple copies of some PDFs."", ""urgency_flag"": false}}",2026-02-13T23:12:29.515452+00:00,253ff54b-adc8-4214-b86d-9af7a43a4e61,Files randomly duplicating in Reader. Now I have 3 copies of some PDFs.,253ff54b-adc8-4214-b86d-9af7a43a4e61
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""disappointed"", ""issue_category"": ""shipping"", ""score"": ""-0.7"", ""summary"": ""Order for a birthday gift is 10 days late."", ""urgency_flag"": true}}",2026-02-13T23:16:25.606554+00:00,6c032248-4af1-40dc-98a9-4eb0f5ed2dfb,Really disappointed - order #JAGAR-112514336 was a birthday gift and now it's 10 days late.,6c032248-4af1-40dc-98a9-4eb0f5ed2dfb
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""billing"", ""score"": ""2"", ""summary"": ""Customer was charged for shipping despite the website stating free shipping."", ""urgency_flag"": false}}",2026-02-13T23:16:31.698749+00:00,b130adc4-eabf-403f-ad65-c9edd409a332,Got charged for shipping when website said free shipping. Order #JAGAR-111545587,b130adc4-eabf-403f-ad65-c9edd409a332
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""access"", ""score"": ""2"", ""summary"": ""The customer is experiencing a login loop issue with their DC-1 device when using a 2FA Google account, preventing access to the device."", ""urgency_flag"": true}}",2026-02-13T23:13:51.435778+00:00,7e22fdaf-3f15-4b37-98c0-46c4cba0d578,My DC-1 gets stuck in a login loop with my 2FA Google account. Can't access the device at all!,7e22fdaf-3f15-4b37-98c0-46c4cba0d578
"{""confidence_score"": ""0.7"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""Delayed Shipping"", ""score"": ""-1"", ""summary"": ""The customer is frustrated with a delayed shipment that was supposed to arrive before a holiday and is now delayed indefinitely."", ""urgency_flag"": true}}",2026-02-13T23:07:13.276360+00:00,094466b9-6834-46e7-85b2-6cc9d3b24abf,"T1000212025-10-052025-10Heavy BezelsMediumOpen Neutral The bezels make this thing look chunky. Otherwise love it.T1000952025-10-062025-10Return RequestMediumClosed PositiveI received the wrong model. Need to return and get the correct one. Order #JAGAR-112603154JAGAR-112603154T1000762025-10-102025-10Account AccessHigh In ProgressNegative2FA is locked out. Can you help me regain access to my account?T1000492025-10-122025-10Software BugMediumResolvedPositiveReader app crashes every time I try to open a large PDF. Really frustrating.T1000112025-10-132025-10Delayed ShippingMediumClosed NegativeI paid extra for faster shipping on order #JAGAR-111898490 but it's slower than standard would have been.JAGAR-111898490T1000392025-10-142025-10Software BugMediumClosed Neutral My DC-1 gets stuck in a login loop with my 2FA Google account. Can't access the device at all!T1000072025-10-152025-10Delayed ShippingHigh ResolvedNegativePackage #JAGAR-112433503 hasn't updated in 10 days. Is it lost?JAGAR-112433503T1000012025-10-192025-10Delayed ShippingLow ResolvedNeutral Order #JAGAR-111292632 shows out for delivery since Monday. It's now Friday. Where is it?JAGAR-111292632T1000852025-10-202025-10Hardware MalfunctionMediumResolvedNegativeBattery won't charge past 60%. Tried different cables and chargers.T1000642025-10-202025-10Feature RequestLow ResolvedNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000482025-10-212025-10Software BugHigh ResolvedNeutral Screenshot function doesn't work. Nothing happens when I press the button combo.T1000032025-10-212025-10Delayed ShippingMediumResolvedNegativeFrustrated with shipping time on #JAGAR-111013628. Should have just bought local.JAGAR-111013628T1000912025-10-232025-10Return RequestMediumResolvedNegativeHow do I return for a refund? Device isn't what I expected. Order #JAGAR-112746148JAGAR-112746148T1000292025-10-252025-10Software BugLow ResolvedNeutral Screen rotation is glitchy - sometimes gets stuck sideways even when I turn off auto-rotate.T1000652025-10-252025-10Feature RequestMediumIn ProgressPositiveWould be great to have reading statistics (time spent, pages read, etc.).T1000502025-11-082025-11Software BugMediumOpen NegativeCan't install apps from app store. Keep getting 'installation failed' error.T1000622025-11-102025-11Feature RequestHigh In ProgressNegativeCan you implement better search functionality across all documents?T1000522025-11-172025-11Feature RequestLow In ProgressNeutral Please add cloud sync for annotations and highlights across devices.T1000452025-11-182025-11Software BugLow ResolvedNeutral WiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000882025-11-242025-11Hardware MalfunctionMediumOpen NegativeTouch screen not responding in bottom right corner. Hardware defect?T1000042025-11-242025-11Delayed ShippingMediumClosed NegativeOrder #JAGAR-112530358 shows out for delivery since Monday. It's now Friday. Where is it?JAGAR-112530358T1000242025-11-292025-11Heavy BezelsLow ResolvedNeutral The thick bezels are really distracting. Wish you had a more modern design.T1000962025-12-122025-12Customer ServiceMediumOpen Neutral I've called 3 times and keep getting voicemail. No callback. Very frustrating.T1000462025-12-132025-12Software BugMediumResolvedNegativeKeyboard sometimes doesn't appear when clicking text fields. Have to restart app.T1000692025-12-172025-12Billing/PaymentMediumIn ProgressNegativeAuto-renewed subscription I already cancelled. Please refund and cancel. #JAGAR-111878751JAGAR-111878751T1000282025-12-232025-12Software BugHigh ResolvedPositiveWiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000532025-12-242025-12Feature RequestHigh ResolvedNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000982025-12-272025-12Customer ServiceLow Open Neutral Customer service hasn't responded to my email from 10 days ago about order #JAGAR-111610815.T1000332026-01-012026-01Software BugLow ResolvedNeutral WiFi drops constantly. Have to reconnect 5-6 times per day. Other devices work fine.T1000802026-01-022026-01Account AccessHigh ResolvedNegativeMy account was suspended for no reason. I need it reactivated immediately.T1000732026-01-022026-01Billing/PaymentMediumOpen Neutral I was charged twice for order #JAGAR-111171769. Please refund the duplicate charge.JAGAR-111171769T1000132026-01-032026-01Delayed ShippingHigh Closed NegativeOrder #JAGAR-111806915 stuck at customs for 2 weeks. What documentation do I need to provide?JAGAR-111806915T1000512026-01-102026-01Software BugMediumClosed PositiveFiles randomly duplicating in Reader. Now I have 3 copies of some PDFs.T1000832026-01-172026-01Hardware MalfunctionLow ResolvedNegativeScreen is flickering constantly. Makes it unusable. Order #JAGAR-111974564T1000152026-01-192026-01Delayed ShippingMediumIn ProgressPositiveReally disappointed - order #JAGAR-112514336 was a birthday gift and now it's 10 days late.JAGAR-112514336T1000992026-01-192026-01Product InquiryMediumIn ProgressPositiveDo you plan to release a version for kids ages 8-14? My son wants one.T1000722026-01-232026-01Billing/PaymentLow In ProgressPositiveGot charged for shipping when website said free shipping. Order #JAGAR-111545587JAGAR-111545587T1000082026-01-232026-01Delayed ShippingHigh ResolvedNegativeMy package #JAGAR-112940685 appears to be lost in transit. Been stuck in Memphis for days.JAGAR-112940685T1000612026-01-242026-01Feature RequestLow In ProgressPositiveWould love to see a built-in dictionary/translation feature for reading.T1000672026-01-252026-01Billing/PaymentHigh In ProgressNeutral Promo code didn't apply to my order #JAGAR-111433763. Can I get the discount?JAGAR-111433763T1000562026-01-292026-01Feature RequestLow In ProgressNeutral Can we get a 'continue reading' feature that remembers where I left off?T1000232026-01-292026-01Heavy BezelsLow ResolvedNeutral The bezels make this thing look chunky. Otherwise love it.T1000582026-01-302026-01Feature RequestMediumIn ProgressNeutral Would love to see a built-in dictionary/translation feature for reading.T1000942026-01-312026-01Return RequestLow In ProgressPositiveReturn label request for order #JAGAR-111137035. Product doesn't meet my needs.JAGAR-111137035T1000822026-02-032026-02Hardware MalfunctionHigh ResolvedNegativeScreen is flickering constantly. Makes it unusable. Order #JAGAR-112731690T1000182026-02-042026-02Delayed ShippingHigh Closed NegativeMy shipment #JAGAR-112595098 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-112595098T1000932026-02-072026-02Return RequestMediumIn ProgressPositiveReturn label request for order #JAGAR-111025722. Product doesn't meet my needs.JAGAR-111025722T1000122026-02-082026-02Delayed ShippingMediumResolvedPositiveMy shipment #JAGAR-111098810 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-111098810T1000102026-02-112026-02Delayed ShippingLow Open Neutral My shipment #JAGAR-112917945 was supposed to be here before the holiday. Now it says delayed indefinitely.JAGAR-112917945",094466b9-6834-46e7-85b2-6cc9d3b24abf
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""customer support"", ""score"": ""2"", ""summary"": ""Customer is frustrated due to lack of response after multiple calls."", ""urgency_flag"": false}}",2026-02-13T23:15:43.997783+00:00,bb9d939f-6c9d-4400-8428-669fa7500a23,I've called 3 times and keep getting voicemail. No callback. Very frustrating.,bb9d939f-6c9d-4400-8428-669fa7500a23
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""billing"", ""score"": ""3"", ""summary"": ""Customer was charged despite payment being declined for order #JAGAR-112390411."", ""urgency_flag"": true}}",2026-02-13T23:12:18.007997+00:00,0daac49b-6265-4cdd-a306-1c7cade0f9ac,Payment declined but I was still charged. Order #JAGAR-112390411. Help!,0daac49b-6265-4cdd-a306-1c7cade0f9ac
"{""confidence_score"": ""0.9"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""feature request"", ""score"": ""3"", ""summary"": ""Customer requests a feature for reading statistics such as time spent and pages read."", ""urgency_flag"": false}}",2026-02-13T23:15:18.146177+00:00,5aa083fb-48fe-4fd8-bbef-0e0e3bc08a9c,"Would be great to have reading statistics (time spent, pages read, etc.).",5aa083fb-48fe-4fd8-bbef-0e0e3bc08a9c
"{""confidence_score"": ""0.85"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""account"", ""score"": ""3"", ""summary"": ""Customer requests a new email verification link as the previous one expired."", ""urgency_flag"": false}}",2026-02-13T23:12:15.256692+00:00,21277991-bb4c-48cf-ab51-dff7b9a63c28,Email verification link expired. Can you send a new one?,21277991-bb4c-48cf-ab51-dff7b9a63c28
"{""confidence_score"": ""0.9"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""frustrated"", ""issue_category"": ""shipping"", ""score"": ""2"", ""summary"": ""Customer's order has been out for delivery since Monday and it's now Friday, indicating a shipping delay."", ""urgency_flag"": true}}",2026-02-13T23:14:11.581603+00:00,e4004a5a-f58d-4c4e-9a31-d836a7cfda4e,Order #JAGAR-111055649 shows out for delivery since Monday. It's now Friday. Where is it?,e4004a5a-f58d-4c4e-9a31-d836a7cfda4e
"{""confidence_score"": ""0.8"", ""demographic_extraction"": {""age_bracket"": null, ""family_status"": null, ""health_conditions"": null, ""location"": null, ""occupation"": null}, ""sentiment_analysis"": {""emotion"": ""neutral"", ""issue_category"": ""account"", ""score"": ""3"", ""summary"": ""Customer needs assistance with unregistering a sold device from their account."", ""urgency_flag"": false}}",2026-02-13T23:14:31.249549+00:00,dfc09841-65d6-4d9a-a1ed-c0a125db236a,Account shows device registered but I sold it. How do I unregister it?,dfc09841-65d6-4d9a-a1ed-c0a125db236a
